gene_name	set
NARS1	COSTIM_up
RBM17	COSTIM_up
IL2RA	COSTIM_up
ECHDC3	COSTIM_up
IL15RA	COSTIM_up
TMEM241	COSTIM_up
SOX5	COSTIM_up
PRH2	COSTIM_up
RBMX2	COSTIM_up
PUM1	COSTIM_up
YARS1	COSTIM_up
GNL2	COSTIM_up
BTF3L4	COSTIM_up
PRPF38A	COSTIM_up
RNF138	COSTIM_up
TPGS2	COSTIM_up
SLC43A3	COSTIM_up
TIMM10	COSTIM_up
DHX34	COSTIM_up
FADS2	COSTIM_up
TMEM258	COSTIM_up
TMEM165	COSTIM_up
CLOCK	COSTIM_up
STT3A	COSTIM_up
KLB	COSTIM_up
TMED7	COSTIM_up
WDR36	COSTIM_up
RFK	COSTIM_up
UBQLN1	COSTIM_up
C9orf40	COSTIM_up
AGTPBP1	COSTIM_up
PSAT1	COSTIM_up
P2RX4	COSTIM_up
DTX1	COSTIM_up
TRAFD1	COSTIM_up
HILPDA	COSTIM_up
RINT1	COSTIM_up
KCP	COSTIM_up
TES	COSTIM_up
MDFIC	COSTIM_up
SYNCRIP	COSTIM_up
ORC3	COSTIM_up
LMO2	COSTIM_up
NAT10	COSTIM_up
CAPRIN1	COSTIM_up
ATP5MC2	COSTIM_up
DNAJC14	COSTIM_up
CD63	COSTIM_up
FAM186B	COSTIM_up
BLOC1S1	COSTIM_up
CDK4	COSTIM_up
TSPAN31	COSTIM_up
B4GALNT1	COSTIM_up
TFCP2	COSTIM_up
ESPL1	COSTIM_up
HNRNPA1	COSTIM_up
ACVR1B	COSTIM_up
LTV1	COSTIM_up
CD164	COSTIM_up
SMPD2	COSTIM_up
MICAL1	COSTIM_up
STX11	COSTIM_up
TEC	COSTIM_up
CCT7	COSTIM_up
SMYD5	COSTIM_up
EMX1	COSTIM_up
GNS	COSTIM_up
MDM2	COSTIM_up
MPHOSPH6	COSTIM_up
DYNC1LI2	COSTIM_up
FHOD1	COSTIM_up
CCDC102A	COSTIM_up
SLC9A5	COSTIM_up
URB2	COSTIM_up
COG2	COSTIM_up
NTPCR	COSTIM_up
TAF5L	COSTIM_up
STX6	COSTIM_up
DHX9	COSTIM_up
KIAA1614	COSTIM_up
NIBAN1	COSTIM_up
GPR55	COSTIM_up
MRPL44	COSTIM_up
DOCK10	COSTIM_up
TTLL4	COSTIM_up
USP37	COSTIM_up
HTR2B	COSTIM_up
SERPINE2	COSTIM_up
EIF4E2	COSTIM_up
ARMC9	COSTIM_up
CAB39	COSTIM_up
COX5B	COSTIM_up
TGFBRAP1	COSTIM_up
MRPS9	COSTIM_up
C2orf49	COSTIM_up
ISCU	COSTIM_up
ALDH1L2	COSTIM_up
SCYL2	COSTIM_up
PLXNC1	COSTIM_up
PWP1	COSTIM_up
DRAM1	COSTIM_up
SLC41A2	COSTIM_up
VILL	COSTIM_up
TBC1D4	COSTIM_up
LRCH1	COSTIM_up
SUCLA2	COSTIM_up
MED4	COSTIM_up
PHF11	COSTIM_up
NUDT15	COSTIM_up
LCP1	COSTIM_up
GPNMB	COSTIM_up
RAC1	COSTIM_up
KDELR2	COSTIM_up
IL6	COSTIM_up
BZW2	COSTIM_up
TBRG4	COSTIM_up
DDX56	COSTIM_up
MYO1G	COSTIM_up
TTC5	COSTIM_up
ZFHX2	COSTIM_up
MTHFS	COSTIM_up
ADAMTS7	COSTIM_up
IREB2	COSTIM_up
ALPK3	COSTIM_up
RSAD1	COSTIM_up
NMT1	COSTIM_up
SRSF1	COSTIM_up
TACO1	COSTIM_up
TEX2	COSTIM_up
DCAF7	COSTIM_up
ACTL6A	COSTIM_up
MRPL47	COSTIM_up
TRA2B	COSTIM_up
EPRS1	COSTIM_up
IL10	COSTIM_up
RPS6KC1	COSTIM_up
CBWD2	COSTIM_up
IL36G	COSTIM_up
SMPD4	COSTIM_up
WDR33	COSTIM_up
IMP4	COSTIM_up
HS6ST1	COSTIM_up
UGGT1	COSTIM_up
GYPC	COSTIM_up
ABI1	COSTIM_up
YME1L1	COSTIM_up
TXN	COSTIM_up
ODF2	COSTIM_up
ECPAS	COSTIM_up
C9orf78	COSTIM_up
SMC2	COSTIM_up
TOR1A	COSTIM_up
SLC2A8	COSTIM_up
PRPF4	COSTIM_up
FPGS	COSTIM_up
TEX10	COSTIM_up
MRPL50	COSTIM_up
DPM2	COSTIM_up
WDR38	COSTIM_up
TSTD2	COSTIM_up
PSMB7	COSTIM_up
RABEPK	COSTIM_up
ANP32B	COSTIM_up
RPL35	COSTIM_up
ARPC5L	COSTIM_up
DERL1	COSTIM_up
MYC	COSTIM_up
DMAC1	COSTIM_up
POLR1E	COSTIM_up
PLAA	COSTIM_up
UBAP2	COSTIM_up
APTX	COSTIM_up
TLN1	COSTIM_up
DNAJB5	COSTIM_up
DCTN3	COSTIM_up
GRHPR	COSTIM_up
ALDH1B1	COSTIM_up
DENND4C	COSTIM_up
RPS6	COSTIM_up
FOXP4	COSTIM_up
PPIL1	COSTIM_up
PIM1	COSTIM_up
CMTR1	COSTIM_up
TMEM14B	COSTIM_up
TMEM63B	COSTIM_up
TJAP1	COSTIM_up
IRF4	COSTIM_up
TUBB2A	COSTIM_up
TUBB2B	COSTIM_up
UQCC2	COSTIM_up
HMGA1	COSTIM_up
IER3	COSTIM_up
MDC1	COSTIM_up
ATAT1	COSTIM_up
MTCH1	COSTIM_up
VARS2	COSTIM_up
CPEB2	COSTIM_up
THAP12	COSTIM_up
LRRC32	COSTIM_up
NARS2	COSTIM_up
RNF121	COSTIM_up
MRPL15	COSTIM_up
GGH	COSTIM_up
SLCO5A1	COSTIM_up
TGS1	COSTIM_up
SDCBP	COSTIM_up
BUD13	COSTIM_up
DCUN1D5	COSTIM_up
SLC37A4	COSTIM_up
RDX	COSTIM_up
C11orf1	COSTIM_up
CASP1	COSTIM_up
ALKBH8	COSTIM_up
SQOR	COSTIM_up
SLTM	COSTIM_up
NDUFAF1	COSTIM_up
HAUS2	COSTIM_up
RPLP1	COSTIM_up
TUBGCP4	COSTIM_up
RMDN3	COSTIM_up
RSL24D1	COSTIM_up
BCAR3	COSTIM_up
GTF2B	COSTIM_up
RABGGTB	COSTIM_up
IFI44L	COSTIM_up
RTCA	COSTIM_up
SELENOI	COSTIM_up
HADHB	COSTIM_up
ADCY3	COSTIM_up
PNPT1	COSTIM_up
THUMPD2	COSTIM_up
RAB1A	COSTIM_up
ACTR2	COSTIM_up
PREB	COSTIM_up
SLC5A6	COSTIM_up
ATRAID	COSTIM_up
CENPO	COSTIM_up
LRPPRC	COSTIM_up
ACTR1A	COSTIM_up
ATAD1	COSTIM_up
DUSP5	COSTIM_up
DBR1	COSTIM_up
ANXA7	COSTIM_up
ZNF365	COSTIM_up
RPS24	COSTIM_up
ATIC	COSTIM_up
ASNSD1	COSTIM_up
METTL5	COSTIM_up
SSB	COSTIM_up
PPIG	COSTIM_up
FASTKD1	COSTIM_up
OLA1	COSTIM_up
WDR12	COSTIM_up
COX17	COSTIM_up
PARP9	COSTIM_up
SPPL2A	COSTIM_up
SHF	COSTIM_up
INTS14	COSTIM_up
PPCDC	COSTIM_up
SEMA7A	COSTIM_up
AP1AR	COSTIM_up
COPS4	COSTIM_up
HNRNPD	COSTIM_up
SEC31A	COSTIM_up
LARP1B	COSTIM_up
NUP54	COSTIM_up
CXCL9	COSTIM_up
BMP2K	COSTIM_up
G3BP2	COSTIM_up
SEPTIN11	COSTIM_up
USO1	COSTIM_up
PPA2	COSTIM_up
GSTCD	COSTIM_up
INTS12	COSTIM_up
SEC24B	COSTIM_up
RNF185	COSTIM_up
KIF21A	COSTIM_up
CPNE8	COSTIM_up
YARS2	COSTIM_up
SINHCAF	COSTIM_up
AEBP2	COSTIM_up
ETNK1	COSTIM_up
ZCRB1	COSTIM_up
NDUFA9	COSTIM_up
PEX5	COSTIM_up
AMIGO2	COSTIM_up
LLPH	COSTIM_up
SNRPF	COSTIM_up
ASCL1	COSTIM_up
SLC15A4	COSTIM_up
TDG	COSTIM_up
RITA1	COSTIM_up
MMAB	COSTIM_up
GLTP	COSTIM_up
NUP58	COSTIM_up
MTMR6	COSTIM_up
SLC7A1	COSTIM_up
TARBP2	COSTIM_up
NABP2	COSTIM_up
KANSL2	COSTIM_up
C12orf10	COSTIM_up
TMBIM6	COSTIM_up
ANKRD52	COSTIM_up
ESD	COSTIM_up
SBNO1	COSTIM_up
SETD1B	COSTIM_up
VPS33A	COSTIM_up
RHOF	COSTIM_up
DENR	COSTIM_up
RBM26	COSTIM_up
ZIC5	COSTIM_up
CUL4A	COSTIM_up
TMX1	COSTIM_up
NAA30	COSTIM_up
WDR89	COSTIM_up
WARS1	COSTIM_up
NIPA2	COSTIM_up
MFAP1	COSTIM_up
SORD	COSTIM_up
SERF2	COSTIM_up
ZSCAN29	COSTIM_up
BNIP2	COSTIM_up
GTF2A2	COSTIM_up
SRP14	COSTIM_up
BAHD1	COSTIM_up
ANP32A	COSTIM_up
ETFA	COSTIM_up
BCL2A1	COSTIM_up
WDR61	COSTIM_up
MAN2C1	COSTIM_up
DNAJA4	COSTIM_up
TLNRD1	COSTIM_up
PML	COSTIM_up
CYP1A1	COSTIM_up
CELF6	COSTIM_up
SCAMP2	COSTIM_up
HAPLN3	COSTIM_up
POLG	COSTIM_up
ABHD2	COSTIM_up
ZNF710	COSTIM_up
UNC45A	COSTIM_up
SEC11A	COSTIM_up
GLYR1	COSTIM_up
PMM2	COSTIM_up
ARMC5	COSTIM_up
UQCRC2	COSTIM_up
ARHGAP17	COSTIM_up
DHX38	COSTIM_up
TXNL4B	COSTIM_up
CPNE2	COSTIM_up
NLRC5	COSTIM_up
KATNB1	COSTIM_up
GCSH	COSTIM_up
MAP1LC3B	COSTIM_up
RHOT2	COSTIM_up
RPS2	COSTIM_up
NDUFB10	COSTIM_up
COPS3	COSTIM_up
MYOCD	COSTIM_up
KSR1	COSTIM_up
UTP4	COSTIM_up
GFOD2	COSTIM_up
NOB1	COSTIM_up
C17orf80	COSTIM_up
VPS53	COSTIM_up
NPEPPS	COSTIM_up
G6PC3	COSTIM_up
CLTC	COSTIM_up
PTRH2	COSTIM_up
TAF4B	COSTIM_up
AFG3L2	COSTIM_up
SLC39A6	COSTIM_up
C18orf21	COSTIM_up
GALNT1	COSTIM_up
PELP1	COSTIM_up
WRAP53	COSTIM_up
PIK3R5	COSTIM_up
TP53	COSTIM_up
ARHGDIA	COSTIM_up
EIF4A3	COSTIM_up
ANAPC11	COSTIM_up
RPTOR	COSTIM_up
FOXK2	COSTIM_up
TRIM65	COSTIM_up
RNF157	COSTIM_up
CEP131	COSTIM_up
WDR45B	COSTIM_up
DYM	COSTIM_up
MBD1	COSTIM_up
PMAIP1	COSTIM_up
NT5C3B	COSTIM_up
MIEN1	COSTIM_up
TXNL4A	COSTIM_up
SAMD1	COSTIM_up
BRD4	COSTIM_up
SLC39A3	COSTIM_up
NFIC	COSTIM_up
PRDM15	COSTIM_up
FEM1A	COSTIM_up
DUS3L	COSTIM_up
DPP9	COSTIM_up
CCDC97	COSTIM_up
HUNK	COSTIM_up
SOD1	COSTIM_up
SCYL1	COSTIM_up
APP	COSTIM_up
URB1	COSTIM_up
AKT1	COSTIM_up
EMP3	COSTIM_up
SAE1	COSTIM_up
GEMIN7	COSTIM_up
CAPN10	COSTIM_up
ERVK3-1	COSTIM_up
ZNF787	COSTIM_up
CARM1	COSTIM_up
PSMB6	COSTIM_up
ACP4	COSTIM_up
ZNF473	COSTIM_up
RPL13A	COSTIM_up
CTU1	COSTIM_up
NOSIP	COSTIM_up
ZNF614	COSTIM_up
EFHD2	COSTIM_up
PEX14	COSTIM_up
PGD	COSTIM_up
RPL11	COSTIM_up
ZNF593	COSTIM_up
C1orf216	COSTIM_up
GPN2	COSTIM_up
SERBP1	COSTIM_up
RPS8	COSTIM_up
IGSF3	COSTIM_up
STRIP1	COSTIM_up
PSMA5	COSTIM_up
ITGA10	COSTIM_up
TIPRL	COSTIM_up
POGK	COSTIM_up
UCK2	COSTIM_up
TMCO1	COSTIM_up
UFC1	COSTIM_up
SDHC	COSTIM_up
PFDN2	COSTIM_up
PRCC	COSTIM_up
MRPL24	COSTIM_up
ISG20L2	COSTIM_up
CRABP2	COSTIM_up
HDGF	COSTIM_up
ABL2	COSTIM_up
RGS16	COSTIM_up
RGL1	COSTIM_up
SF3B4	COSTIM_up
TARS2	COSTIM_up
SETDB1	COSTIM_up
MCL1	COSTIM_up
RFX5	COSTIM_up
PIP5K1A	COSTIM_up
ANP32E	COSTIM_up
CERS2	COSTIM_up
ENSA	COSTIM_up
MRPL9	COSTIM_up
DTL	COSTIM_up
EIF2D	COSTIM_up
INTS7	COSTIM_up
TAF1A	COSTIM_up
DUSP10	COSTIM_up
HHIPL2	COSTIM_up
TP53BP2	COSTIM_up
ADAM15	COSTIM_up
JTB	COSTIM_up
RAB13	COSTIM_up
TPM3	COSTIM_up
NUP210L	COSTIM_up
SNAPIN	COSTIM_up
UBAP2L	COSTIM_up
SLC39A1	COSTIM_up
HAX1	COSTIM_up
C1orf43	COSTIM_up
ILF2	COSTIM_up
RIT1	COSTIM_up
INTS3	COSTIM_up
FLG	COSTIM_up
GALNT2	COSTIM_up
SCCPDH	COSTIM_up
ACP1	COSTIM_up
SNAP47	COSTIM_up
SRP9	COSTIM_up
SDE2	COSTIM_up
ARF1	COSTIM_up
ITPKB	COSTIM_up
GUK1	COSTIM_up
C1orf35	COSTIM_up
PARP1	COSTIM_up
PYCR2	COSTIM_up
ARL8A	COSTIM_up
PDIA6	COSTIM_up
EML4	COSTIM_up
CALM2	COSTIM_up
CHAC2	COSTIM_up
RPS27A	COSTIM_up
VPS54	COSTIM_up
SNRPG	COSTIM_up
CIAO1	COSTIM_up
SNRNP200	COSTIM_up
MRPS5	COSTIM_up
TPRKB	COSTIM_up
TEX261	COSTIM_up
TMEM177	COSTIM_up
NT5DC4	COSTIM_up
SLC20A1	COSTIM_up
ZC3H8	COSTIM_up
UBXN4	COSTIM_up
SPOPL	COSTIM_up
POLR2D	COSTIM_up
AMMECR1L	COSTIM_up
LNPK	COSTIM_up
CDCA7	COSTIM_up
HSPD1	COSTIM_up
METTL21A	COSTIM_up
COPS7B	COSTIM_up
DIS3L2	COSTIM_up
TAMM41	COSTIM_up
RETREG2	COSTIM_up
CNOT9	COSTIM_up
GMPPA	COSTIM_up
EAF1	COSTIM_up
DYNC1LI1	COSTIM_up
GOLGA4	COSTIM_up
IQSEC1	COSTIM_up
CAND2	COSTIM_up
RPL32	COSTIM_up
SHQ1	COSTIM_up
SLC25A26	COSTIM_up
UBA3	COSTIM_up
LRIG1	COSTIM_up
NFKBIZ	COSTIM_up
PLA1A	COSTIM_up
RABL3	COSTIM_up
ADPRH	COSTIM_up
ATG3	COSTIM_up
NR1I2	COSTIM_up
SRPRB	COSTIM_up
EIF2A	COSTIM_up
DCAF1	COSTIM_up
MANF	COSTIM_up
EIF2B5	COSTIM_up
FIP1L1	COSTIM_up
LYAR	COSTIM_up
ENOPH1	COSTIM_up
TRMT10A	COSTIM_up
PYURF	COSTIM_up
CISD2	COSTIM_up
ANK2	COSTIM_up
TIFA	COSTIM_up
SPATA5	COSTIM_up
METTL14	COSTIM_up
SETD7	COSTIM_up
NAF1	COSTIM_up
RPS3A	COSTIM_up
NDUFS6	COSTIM_up
RPL37	COSTIM_up
PPIP5K2	COSTIM_up
BDP1	COSTIM_up
GTF2H2	COSTIM_up
SLC30A5	COSTIM_up
BTF3	COSTIM_up
TNFAIP8	COSTIM_up
FEM1C	COSTIM_up
YIPF5	COSTIM_up
DDX46	COSTIM_up
RNF145	COSTIM_up
GLRA1	COSTIM_up
TNIP1	COSTIM_up
G3BP1	COSTIM_up
NHP2	COSTIM_up
RMND5B	COSTIM_up
BOD1	COSTIM_up
TBC1D7	COSTIM_up
FARS2	COSTIM_up
CDKAL1	COSTIM_up
ZMAT2	COSTIM_up
TRIM41	COSTIM_up
HIGD2A	COSTIM_up
ABT1	COSTIM_up
RPL7L1	COSTIM_up
NFKBIE	COSTIM_up
PM20D2	COSTIM_up
ABRACL	COSTIM_up
AIG1	COSTIM_up
DYNLT1	COSTIM_up
WTAP	COSTIM_up
ZMYM4	COSTIM_up
ARMT1	COSTIM_up
CCZ1B	COSTIM_up
CREB5	COSTIM_up
CDCA5	COSTIM_up
PURB	COSTIM_up
MDH2	COSTIM_up
POMZP3	COSTIM_up
NIPSNAP2	COSTIM_up
CCT6A	COSTIM_up
PSPH	COSTIM_up
GIGYF1	COSTIM_up
MEPCE	COSTIM_up
NOM1	COSTIM_up
NLGN4X	COSTIM_up
LUC7L2	COSTIM_up
SH3KBP1	COSTIM_up
CHST7	COSTIM_up
NDUFB11	COSTIM_up
NONO	COSTIM_up
EBP	COSTIM_up
SNX12	COSTIM_up
IL2RG	COSTIM_up
PRPS1	COSTIM_up
RBMX	COSTIM_up
NSDHL	COSTIM_up
CETN2	COSTIM_up
RPL10	COSTIM_up
ATP6V1B2	COSTIM_up
CCDC25	COSTIM_up
CHRNA6	COSTIM_up
BIN3	COSTIM_up
SLC25A37	COSTIM_up
PLPBP	COSTIM_up
TACC1	COSTIM_up
GOLGA7	COSTIM_up
MRPS28	COSTIM_up
LACTB2	COSTIM_up
RPL7	COSTIM_up
MTDH	COSTIM_up
EBAG9	COSTIM_up
POLR2K	COSTIM_up
EIF3H	COSTIM_up
NDUFB9	COSTIM_up
TATDN1	COSTIM_up
ZNF7	COSTIM_up
ARHGAP39	COSTIM_up
SLC39A4	COSTIM_up
VLDLR	COSTIM_up
PLIN2	COSTIM_up
HAUS6	COSTIM_up
SIGMAR1	COSTIM_up
CBWD5	COSTIM_up
CEP78	COSTIM_up
NTRK2	COSTIM_up
MFSD14B	COSTIM_up
INIP	COSTIM_up
UGCG	COSTIM_up
STOM	COSTIM_up
MRRF	COSTIM_up
NR6A1	COSTIM_up
POLE3	COSTIM_up
SURF4	COSTIM_up
GBGT1	COSTIM_up
SURF2	COSTIM_up
SURF6	COSTIM_up
MED22	COSTIM_up
REXO4	COSTIM_up
RPL7A	COSTIM_up
GTF3C5	COSTIM_up
ASB6	COSTIM_up
PTGES2	COSTIM_up
NTMT1	COSTIM_up
CIZ1	COSTIM_up
SLC25A25	COSTIM_up
LRSAM1	COSTIM_up
PAXX	COSTIM_up
INPP5E	COSTIM_up
SEC16A	COSTIM_up
DPH7	COSTIM_up
PDSS1	COSTIM_up
FAM171A1	COSTIM_up
RSU1	COSTIM_up
NRBF2	COSTIM_up
POLR3A	COSTIM_up
GLUD1	COSTIM_up
RPP30	COSTIM_up
DNAJB12	COSTIM_up
EIF4EBP2	COSTIM_up
TCF7L2	COSTIM_up
MKI67	COSTIM_up
FUOM	COSTIM_up
MTG1	COSTIM_up
GSTO1	COSTIM_up
PPRC1	COSTIM_up
PDCD11	COSTIM_up
ADAM12	COSTIM_up
RGS10	COSTIM_up
LIN7C	COSTIM_up
PGAP2	COSTIM_up
HSD17B12	COSTIM_up
APIP	COSTIM_up
DGKZ	COSTIM_up
EIF3M	COSTIM_up
TNKS1BP1	COSTIM_up
SSRP1	COSTIM_up
SLC43A1	COSTIM_up
ARFGAP2	COSTIM_up
CELF1	COSTIM_up
HIKESHI	COSTIM_up
SERPINH1	COSTIM_up
PAK1	COSTIM_up
RPS3	COSTIM_up
ZC3H12C	COSTIM_up
AASDHPPT	COSTIM_up
GLB1L2	COSTIM_up
LAMTOR1	COSTIM_up
HYOU1	COSTIM_up
KAT14	COSTIM_up
MTA2	COSTIM_up
TMEM138	COSTIM_up
FADS1	COSTIM_up
EML3	COSTIM_up
ZP1	COSTIM_up
CPSF7	COSTIM_up
B3GAT3	COSTIM_up
EI24	COSTIM_up
CHEK1	COSTIM_up
FEZ1	COSTIM_up
ESAM	COSTIM_up
COMMD7	COSTIM_up
YTHDF1	COSTIM_up
CABLES2	COSTIM_up
FERMT3	COSTIM_up
MRPL49	COSTIM_up
FAU	COSTIM_up
VPS51	COSTIM_up
PPP4C	COSTIM_up
ALDOA	COSTIM_up
HIRIP3	COSTIM_up
TAOK2	COSTIM_up
HMGA2	COSTIM_up
CWC15	COSTIM_up
EEF1AKMT1	COSTIM_up
SAP18	COSTIM_up
PDCD4	COSTIM_up
WDR17	COSTIM_up
CD226	COSTIM_up
MTMR12	COSTIM_up
CCT5	COSTIM_up
ATPSCKMT	COSTIM_up
DLAT	COSTIM_up
NKAPD1	COSTIM_up
TIMM8B	COSTIM_up
SEC24D	COSTIM_up
RILPL2	COSTIM_up
DHX37	COSTIM_up
UBC	COSTIM_up
SLC7A11	COSTIM_up
NOCT	COSTIM_up
DCP1B	COSTIM_up
UEVLD	COSTIM_up
C12orf45	COSTIM_up
PLBD2	COSTIM_up
TWF1	COSTIM_up
EIF4E	COSTIM_up
TEX30	COSTIM_up
SRFBP1	COSTIM_up
FAM177A1	COSTIM_up
MBIP	COSTIM_up
TMEM18	COSTIM_up
NDUFC2	COSTIM_up
ANKRD50	COSTIM_up
UPF2	COSTIM_up
CDC123	COSTIM_up
SCLT1	COSTIM_up
VTI1A	COSTIM_up
TEX9	COSTIM_up
QTRT2	COSTIM_up
MMAA	COSTIM_up
POU4F2	COSTIM_up
CENPU	COSTIM_up
ACSL1	COSTIM_up
SLC25A4	COSTIM_up
SAV1	COSTIM_up
NBAS	COSTIM_up
GUF1	COSTIM_up
SACS	COSTIM_up
FBXO4	COSTIM_up
CACUL1	COSTIM_up
BAG3	COSTIM_up
AP1S3	COSTIM_up
MZT2B	COSTIM_up
FAM168B	COSTIM_up
GEMIN6	COSTIM_up
OBI1	COSTIM_up
ARL14EP	COSTIM_up
ATP5F1A	COSTIM_up
UHMK1	COSTIM_up
HOMER1	COSTIM_up
SUV39H2	COSTIM_up
RPP38	COSTIM_up
USP12	COSTIM_up
CCDC50	COSTIM_up
PFKM	COSTIM_up
TMEM123	COSTIM_up
SPEF2	COSTIM_up
SPARCL1	COSTIM_up
NADK2	COSTIM_up
GPD1L	COSTIM_up
SLC30A6	COSTIM_up
PELO	COSTIM_up
GPR180	COSTIM_up
HNRNPDL	COSTIM_up
CNTNAP4	COSTIM_up
SREK1IP1	COSTIM_up
CWC27	COSTIM_up
SRP19	COSTIM_up
CENPH	COSTIM_up
TEKT5	COSTIM_up
ANAPC1	COSTIM_up
CAST	COSTIM_up
SCOC	COSTIM_up
CETN3	COSTIM_up
SMARCA5	COSTIM_up
HNRNPU	COSTIM_up
RANBP2	COSTIM_up
AHCTF1	COSTIM_up
ADGRF1	COSTIM_up
FAM49B	COSTIM_up
ASAP1	COSTIM_up
LPCAT1	COSTIM_up
TMEM251	COSTIM_up
UBP1	COSTIM_up
RPIA	COSTIM_up
GTF2E1	COSTIM_up
CFDP1	COSTIM_up
JAZF1	COSTIM_up
TRIP12	COSTIM_up
CEBPG	COSTIM_up
KCTD15	COSTIM_up
MCOLN2	COSTIM_up
SREK1	COSTIM_up
ZUP1	COSTIM_up
NUS1	COSTIM_up
PPP2R5E	COSTIM_up
CABYR	COSTIM_up
IMPACT	COSTIM_up
OTULIN	COSTIM_up
ROBO3	COSTIM_up
GPR15	COSTIM_up
TOMM70	COSTIM_up
CC2D1B	COSTIM_up
ABCA6	COSTIM_up
ABCA5	COSTIM_up
UCHL1	COSTIM_up
NEIL2	COSTIM_up
LONRF1	COSTIM_up
SH3RF1	COSTIM_up
BUB3	COSTIM_up
DIPK1A	COSTIM_up
ATP5MC3	COSTIM_up
ELOC	COSTIM_up
C21orf91	COSTIM_up
L3MBTL4	COSTIM_up
RABGEF1	COSTIM_up
MRPL39	COSTIM_up
ATP5PF	COSTIM_up
GABPA	COSTIM_up
TSEN2	COSTIM_up
DPH3	COSTIM_up
OXNAD1	COSTIM_up
PLCL2	COSTIM_up
CXXC1	COSTIM_up
USP43	COSTIM_up
EPHB1	COSTIM_up
ANKRD40	COSTIM_up
VOPP1	COSTIM_up
APOOL	COSTIM_up
FBXL18	COSTIM_up
KLF10	COSTIM_up
AZIN1	COSTIM_up
OTUD6B	COSTIM_up
GTF3C6	COSTIM_up
MMS19	COSTIM_up
PI4K2A	COSTIM_up
TRMT44	COSTIM_up
HSPA13	COSTIM_up
SAMSN1	COSTIM_up
C16orf87	COSTIM_up
DBI	COSTIM_up
SLC16A1	COSTIM_up
HEATR3	COSTIM_up
NIFK	COSTIM_up
OXA1L	COSTIM_up
LARP1	COSTIM_up
MIER3	COSTIM_up
NUP205	COSTIM_up
ZKSCAN2	COSTIM_up
PDIA4	COSTIM_up
RNF20	COSTIM_up
PPARGC1B	COSTIM_up
ELMO1	COSTIM_up
RRAGA	COSTIM_up
RMND1	COSTIM_up
VBP1	COSTIM_up
RAB39B	COSTIM_up
CLIC2	COSTIM_up
GRIP1	COSTIM_up
CARNMT1	COSTIM_up
KCNMA1	COSTIM_up
BATF	COSTIM_up
N6AMT1	COSTIM_up
USP16	COSTIM_up
CCT8	COSTIM_up
TSPAN7	COSTIM_up
TIAM1	COSTIM_up
SCAF4	COSTIM_up
SFXN2	COSTIM_up
ATP5MPL	COSTIM_up
UQCRB	COSTIM_up
MTERF3	COSTIM_up
RPL30	COSTIM_up
SUPV3L1	COSTIM_up
EEF1A1	COSTIM_up
HK1	COSTIM_up
CD109	COSTIM_up
UBE2L6	COSTIM_up
ZDHHC5	COSTIM_up
MED19	COSTIM_up
ZFAND3	COSTIM_up
NPTN	COSTIM_up
UTP14A	COSTIM_up
AIFM1	COSTIM_up
MAPK13	COSTIM_up
ZNF689	COSTIM_up
PRR14	COSTIM_up
FBRS	COSTIM_up
MFSD14A	COSTIM_up
SASS6	COSTIM_up
MALSU1	COSTIM_up
LHFPL4	COSTIM_up
B3GNT7	COSTIM_up
EIF4A2	COSTIM_up
BRPF1	COSTIM_up
RPUSD3	COSTIM_up
TATDN2	COSTIM_up
SEC13	COSTIM_up
ZFYVE9	COSTIM_up
SMG1	COSTIM_up
NECAP2	COSTIM_up
LRP8	COSTIM_up
PAXIP1	COSTIM_up
ZFHX2-AS1	COSTIM_up
FAM81A	COSTIM_up
MYO1E	COSTIM_up
VPS26C	COSTIM_up
ETS2	COSTIM_up
SLC35B2	COSTIM_up
TMEM164	COSTIM_up
C2CD2	COSTIM_up
TAB3	COSTIM_up
SLC38A10	COSTIM_up
TMEM268	COSTIM_up
ACAN	COSTIM_up
PSMG3	COSTIM_up
GAREM2	COSTIM_up
PRXL2B	COSTIM_up
TNFRSF14	COSTIM_up
C12orf43	COSTIM_up
PEX10	COSTIM_up
RER1	COSTIM_up
BABAM2	COSTIM_up
WDR66	COSTIM_up
MRPL17	COSTIM_up
DUSP2	COSTIM_up
GALNT14	COSTIM_up
FANCC	COSTIM_up
FAIM	COSTIM_up
RNF207	COSTIM_up
GPR153	COSTIM_up
MITD1	COSTIM_up
EIF5B	COSTIM_up
CNOT11	COSTIM_up
TSPAN33	COSTIM_up
B4GALT5	COSTIM_up
SPATA2	COSTIM_up
FAM86C1	COSTIM_up
TSR2	COSTIM_up
ZC3H18	COSTIM_up
TMED4	COSTIM_up
PPP1R15B	COSTIM_up
COPG2	COSTIM_up
GPAT4	COSTIM_up
TAGLN2	COSTIM_up
SLC45A3	COSTIM_up
DUSP23	COSTIM_up
NIT1	COSTIM_up
DEDD	COSTIM_up
ZNF276	COSTIM_up
NDUFS2	COSTIM_up
TOMM40L	COSTIM_up
CCAR2	COSTIM_up
MIS18A	COSTIM_up
ALG8	COSTIM_up
FBXW5	COSTIM_up
CFAP298	COSTIM_up
PAXBP1	COSTIM_up
MRPL10	COSTIM_up
IFNGR2	COSTIM_up
GART	COSTIM_up
SON	COSTIM_up
CSRP1	COSTIM_up
ATP5MC1	COSTIM_up
UBE2Z	COSTIM_up
SNF8	COSTIM_up
CBR1	COSTIM_up
CHAF1B	COSTIM_up
